Generace Cas Fitness
1 298.0 -1299.0
2 465.0 -1296.0
3 677.0 -1294.0
4 830.0 -1293.0
5 1035.0 -1290.0
6 1211.0 -1289.0
7 1378.0 -1287.0
8 1568.0 -1284.0
10 1900.0 -1283.0
12 2265.0 -1282.0
13 2445.0 -1281.0
14 2640.0 -1280.0
15 2808.0 -1279.0
16 2994.0 -1278.0
18 3336.0 -1277.0
24 4399.0 -1276.0
26 4756.0 -1275.0
80 14852.0 -1274.0
88 16527.0 -1273.0
129 25128.0 -1272.0
145 28359.0 -1271.0
172 33437.0 -1270.0
177 34380.0 -1269.0
584 122454.0 -1268.0
1445 321293.0 -1267.0
